order_id,product_id,store_id
3196,P0415,S0115
3197,P0412,S0008
3198,P0226,S0066
3199,P0364,S0021
3200,P0684,S0085
3201,P0114,S0106
3202,P0699,S0043
3203,P0125,S0144
3204,P0726,S0140
3205,P0551,S0119
3206,P0165,S0097
3207,P0658,S0051
3208,P0499,S0070
3209,P0001,S0049
3210,P0689,S0052
3211,P0665,S0038
3212,P0435,S0104
3213,P0642,S0063
3214,P0197,S0008
3215,P0681,S0074
3216,P0237,S0066
3217,P0590,S0099
3218,P0311,S0122
3219,P0642,S0066
3220,P0500,S0018
3221,P0051,S0028
3222,P0412,S0013
3223,P0427,S0141
3224,P0639,S0009
3225,P0055,S0008
3226,P0035,S0099
3227,P0099,S0077
3228,P0343,S0065
3229,P0673,S0117
3230,P0062,S0043
3231,P0438,S0013
3232,P0399,S0131
3233,P0635,S0058
3234,P0590,S0113
3235,P0341,S0026
3236,P0481,S0012
3237,P0099,S0106
3238,P0571,S0088
3239,P0726,S0115
3240,P0345,S0090
3241,P0485,S0018
3242,P0341,S0063
3243,P0556,S0001
3244,P0353,S0113
3245,P0171,S0089
3246,P0177,S0110
3247,P0689,S0027
3248,P0099,S0016
3249,P0333,S0086
3250,P0110,S0122
3251,P0694,S0080
3252,P0195,S0138
3253,P0372,S0056
3254,P0655,S0060
3255,P0491,S0026
3256,P0393,S0065
3257,P0070,S0085
3258,P0144,S0088
3259,P0439,S0105
3260,P0090,S0063
3261,P0490,S0091
3262,P0220,S0052
3263,P0336,S0066
3264,P0420,S0140
3265,P0206,S0077
3266,P0425,S0125
3267,P0663,S0013
3268,P0171,S0090
3269,P0220,S0050
3270,P0412,S0049
3271,P0689,S0130
3272,P0506,S0096
3273,P0658,S0018
3274,P0609,S0102
3275,P0390,S0142
3276,P0103,S0093
3277,P0241,S0113
3278,P0694,S0119
3279,P0747,S0004
3280,P0569,S0078
3281,P0448,S0038
3282,P0364,S0097
3283,P0665,S0142
3284,P0329,S0127
3285,P0372,S0024
3286,P0261,S0094
3287,P0017,S0058
3288,P0263,S0131
3289,P0286,S0125
3290,P0406,S0087
3291,P0438,S0103
3292,P0220,S0040
3293,P0165,S0026
3294,P0520,S0090
3295,P0336,S0138
3296,P0582,S0038
3297,P0325,S0050
3298,P0103,S0099
3299,P0263,S0002
3300,P0439,S0026
3301,P0663,S0126
3302,P0662,S0122
3303,P0726,S0049
3304,P0364,S0083
3305,P0436,S0072
3306,P0327,S0008
3307,P0131,S0120
3308,P0536,S0126
3309,P0148,S0091
3310,P0205,S0001
3311,P0312,S0115
3312,P0083,S0087
3313,P0261,S0014
3314,P0068,S0038
3315,P0569,S0041
3316,P0219,S0062
3317,P0485,S0106
3318,P0500,S0084
3319,P0427,S0055
3320,P0590,S0113
3321,P0726,S0015
3322,P0062,S0091
3323,P0140,S0077
3324,P0083,S0113
3325,P0499,S0053
3326,P0068,S0088
3327,P0663,S0070
3328,P0527,S0139
3329,P0611,S0065
3330,P0296,S0143
3331,P0125,S0040
3332,P0079,S0020
3333,P0097,S0095
3334,P0703,S0013
3335,P0514,S0078
3336,P0258,S0055
3337,P0311,S0024
3338,P0439,S0088
3339,P0219,S0058
3340,P0336,S0085
3341,P0131,S0142
3342,P0671,S0122
3343,P0067,S0106
3344,P0062,S0045
3345,P0499,S0062
3346,P0333,S0122
3347,P0148,S0084
3348,P0260,S0050
3349,P0356,S0110
3350,P0090,S0131
3351,P0067,S0123
3352,P0283,S0001
3353,P0613,S0084
3354,P0673,S0084
3355,P0747,S0062
3356,P0372,S0027
3357,P0642,S0003
3358,P0137,S0070
3359,P0406,S0085
3360,P0551,S0013
3361,P0051,S0072
3362,P0536,S0115
3363,P0148,S0035
3364,P0195,S0026
3365,P0520,S0125
3366,P0280,S0065
3367,P0483,S0106
3368,P0569,S0012
3369,P0116,S0107
3370,P0062,S0027
3371,P0438,S0048
3372,P0280,S0012
3373,P0436,S0063
3374,P0524,S0126
3375,P0260,S0102
3376,P0572,S0077
3377,P0664,S0019
3378,P0726,S0106
3379,P0436,S0063
3380,P0147,S0038
3381,P0280,S0038
3382,P0412,S0110
3383,P0427,S0116
3384,P0055,S0065
3385,P0125,S0143
3386,P0046,S0024
3387,P0694,S0106
3388,P0694,S0122
3389,P0109,S0115
3390,P0625,S0031
3391,P0726,S0039
3392,P0506,S0052
3393,P0376,S0023
3394,P0585,S0056
3395,P0389,S0131
3396,P0398,S0066
3397,P0689,S0137
3398,P0613,S0058
3399,P0389,S0051
3400,P0614,S0110
3401,P0585,S0051
3402,P0651,S0103
3403,P0051,S0066
3404,P0590,S0104
3405,P0637,S0138
3406,P0219,S0123
3407,P0195,S0106
3408,P0639,S0065
3409,P0436,S0052
3410,P0466,S0031
3411,P0057,S0002
3412,P0110,S0085
3413,P0663,S0038
3414,P0046,S0063
3415,P0572,S0125
3416,P0116,S0039
3417,P0704,S0063
3418,P0671,S0117
3419,P0196,S0041
3420,P0527,S0027
3421,P0425,S0049
3422,P0615,S0095
3423,P0129,S0103
3424,P0602,S0132
3425,P0080,S0126
3426,P0453,S0140
3427,P0340,S0104
3428,P0427,S0082
3429,P0572,S0131
3430,P0282,S0051
3431,P0090,S0018
3432,P0473,S0113
3433,P0681,S0020
3434,P0067,S0040
3435,P0550,S0095
3436,P0297,S0117
3437,P0400,S0020
3438,P0364,S0131
3439,P0454,S0051
3440,P0140,S0138
3441,P0527,S0062
3442,P0125,S0108
3443,P0615,S0085
3444,P0277,S0119
3445,P0569,S0008
3446,P0705,S0083
3447,P0035,S0026
3448,P0695,S0073
3449,P0132,S0019
3450,P0569,S0103
3451,P0521,S0094
3452,P0642,S0140
3453,P0673,S0094
3454,P0283,S0031
3455,P0652,S0015
3456,P0483,S0015
3457,P0060,S0027
3458,P0413,S0102
3459,P0747,S0082
3460,P0614,S0078
3461,P0376,S0026
3462,P0272,S0085
3463,P0420,S0058
3464,P0332,S0095
3465,P0695,S0013
3466,P0348,S0078
3467,P0171,S0067
3468,P0178,S0138
3469,P0690,S0024
3470,P0587,S0073
3471,P0260,S0053
3472,P0116,S0115
3473,P0258,S0026
3474,P0062,S0125
3475,P0241,S0013
3476,P0054,S0106
3477,P0348,S0021
3478,P0652,S0144
3479,P0510,S0104
3480,P0333,S0032
3481,P0197,S0031
3482,P0572,S0023
3483,P0689,S0077
3484,P0417,S0011
3485,P0499,S0086
3486,P0116,S0039
3487,P0572,S0084
3488,P0051,S0013
3489,P0223,S0138
3490,P0103,S0091
3491,P0296,S0022
3492,P0569,S0089
3493,P0436,S0031
3494,P0116,S0094
3495,P0642,S0002
3496,P0204,S0020
3497,P0152,S0095
3498,P0533,S0090
3499,P0201,S0104
3500,P0499,S0050
3501,P0325,S0080
3502,P0015,S0082
3503,P0017,S0008
3504,P0712,S0038
3505,P0024,S0066
3506,P0665,S0049
3507,P0470,S0020
3508,P0197,S0093
3509,P0286,S0002
3510,P0438,S0138
3511,P0261,S0034
3512,P0171,S0108
3513,P0536,S0084
3514,P0364,S0121
3515,P0312,S0020
3516,P0129,S0031
3517,P0017,S0112
3518,P0165,S0082
3519,P0614,S0031
3520,P0651,S0066
3521,P0664,S0063
3522,P0312,S0031
3523,P0185,S0072
3524,P0018,S0058
3525,P0261,S0131
3526,P0296,S0004
3527,P0130,S0024
3528,P0437,S0002
3529,P0690,S0113
3530,P0263,S0085
3531,P0015,S0143
3532,P0718,S0001
3533,P0287,S0105
3534,P0737,S0026
3535,P0510,S0020
3536,P0114,S0062
3537,P0131,S0021
3538,P0196,S0123
3539,P0514,S0083
3540,P0297,S0020
3541,P0665,S0018
3542,P0642,S0084
3543,P0614,S0130
3544,P0406,S0104
3545,P0046,S0056
3546,P0148,S0113
3547,P0611,S0113
3548,P0286,S0048
3549,P0055,S0015
3550,P0679,S0104
3551,P0054,S0137
3552,P0408,S0096
3553,P0364,S0052
3554,P0241,S0010
3555,P0148,S0085
3556,P0275,S0008
3557,P0356,S0053
3558,P0080,S0138
3559,P0277,S0062
3560,P0333,S0043
3561,P0438,S0055
3562,P0663,S0110
3563,P0663,S0122
3564,P0503,S0138
3565,P0613,S0065
3566,P0608,S0082
3567,P0275,S0088
3568,P0282,S0088
3569,P0574,S0091
3570,P0543,S0051
3571,P0035,S0103
3572,P0543,S0040
3573,P0635,S0126
3574,P0642,S0135
3575,P0382,S0102
3576,P0083,S0013
3577,P0664,S0026
3578,P0070,S0052
3579,P0655,S0113
3580,P0229,S0026
3581,P0005,S0031
3582,P0201,S0011
3583,P0089,S0043
3584,P0171,S0060
3585,P0321,S0056
3586,P0144,S0066
3587,P0637,S0097
3588,P0663,S0142
3589,P0671,S0035
3590,P0664,S0105
3591,P0125,S0040
3592,P0415,S0094
3593,P0737,S0050
3594,P0681,S0089
3595,P0311,S0117
3596,P0584,S0062
3597,P0353,S0010
3598,P0665,S0045
3599,P0390,S0090
3600,P0261,S0116
3601,P0703,S0108
3602,P0608,S0048
3603,P0055,S0032
3604,P0699,S0054
3605,P0057,S0142
3606,P0079,S0131
3607,P0144,S0139
3608,P0657,S0025
3609,P0261,S0090
3610,P0277,S0070
3611,P0652,S0142
3612,P0458,S0126
3613,P0747,S0082
3614,P0083,S0125
3615,P0574,S0083
3616,P0735,S0097
3617,P0458,S0089
3618,P0279,S0065
3619,P0017,S0040
3620,P0109,S0065
3621,P0311,S0093
3622,P0390,S0065
3623,P0536,S0144
3624,P0162,S0138
3625,P0099,S0012
3626,P0390,S0103
3627,P0637,S0026
3628,P0400,S0117
3629,P0283,S0040
3630,P0569,S0144
3631,P0694,S0020
3632,P0590,S0024
3633,P0055,S0130
3634,P0402,S0055
3635,P0059,S0093
3636,P0454,S0031
3637,P0018,S0025
3638,P0690,S0031
3639,P0321,S0056
3640,P0499,S0103
3641,P0582,S0066
3642,P0514,S0083
3643,P0376,S0094
3644,P0311,S0065
3645,P0664,S0140
3646,P0353,S0123
3647,P0435,S0117
3648,P0148,S0104
3649,P0726,S0022
3650,P0157,S0038
3651,P0569,S0023
3652,P0348,S0055
3653,P0372,S0011
3654,P0614,S0089
3655,P0664,S0097
3656,P0223,S0051
3657,P0640,S0097
3658,P0397,S0073
3659,P0551,S0115
3660,P0536,S0039
3661,P0218,S0110
3662,P0453,S0126
3663,P0004,S0085
3664,P0699,S0040
3665,P0116,S0113
3666,P0327,S0093
3667,P0195,S0098
3668,P0297,S0133
3669,P0705,S0008
3670,P0134,S0103
3671,P0361,S0142
3672,P0229,S0065
3673,P0137,S0085
3674,P0252,S0066
3675,P0129,S0040
3676,P0503,S0102
3677,P0079,S0012
3678,P0504,S0097
3679,P0718,S0031
3680,P0690,S0088
3681,P0657,S0083
3682,P0079,S0142
3683,P0062,S0043
3684,P0137,S0126
3685,P0712,S0117
3686,P0206,S0125
3687,P0165,S0001
3688,P0131,S0016
3689,P0364,S0070
3690,P0287,S0108
3691,P0311,S0056
3692,P0712,S0108
3693,P0712,S0097
3694,P0637,S0104
3695,P0689,S0040
3696,P0116,S0012
3697,P0400,S0010
3698,P0747,S0137
3699,P0525,S0025
3700,P0499,S0143
3701,P0602,S0102
3702,P0402,S0085
3703,P0327,S0144
3704,P0510,S0040
3705,P0206,S0116
3706,P0327,S0074
3707,P0206,S0021
3708,P0162,S0066
3709,P0297,S0055
3710,P0613,S0018
3711,P0503,S0097
3712,P0503,S0020
3713,P0737,S0094
3714,P0521,S0131
3715,P0427,S0045
3716,P0358,S0094
3717,P0148,S0001
3718,P0316,S0126
3719,P0329,S0006
3720,P0110,S0139
3721,P0140,S0027
3722,P0732,S0097
3723,P0129,S0053
3724,P0327,S0066
3725,P0639,S0004
3726,P0425,S0106
3727,P0514,S0085
3728,P0399,S0125
3729,P0083,S0102
3730,P0312,S0142
3731,P0654,S0070
3732,P0614,S0088
3733,P0551,S0110
3734,P0103,S0056
3735,P0681,S0093
3736,P0506,S0024
3737,P0261,S0060
3738,P0690,S0035
3739,P0103,S0125
3740,P0399,S0126
3741,P0397,S0066
3742,P0654,S0104
3743,P0175,S0117
3744,P0425,S0110
3745,P0658,S0083
3746,P0282,S0018
3747,P0364,S0041
3748,P0196,S0126
3749,P0453,S0060
3750,P0543,S0050
3751,P0602,S0040
3752,P0705,S0034
3753,P0070,S0013
3754,P0219,S0070
3755,P0162,S0078
3756,P0499,S0089
3757,P0579,S0111
3758,P0044,S0070
3759,P0435,S0040
3760,P0070,S0097
3761,P0044,S0026
3762,P0195,S0117
3763,P0137,S0085
3764,P0311,S0132
3765,P0590,S0004
3766,P0506,S0070
3767,P0018,S0065
3768,P0691,S0125
3769,P0015,S0142
3770,P0470,S0139
3771,P0651,S0137
3772,P0055,S0104
3773,P0735,S0108
3774,P0425,S0093
3775,P0249,S0097
3776,P0406,S0093
3777,P0490,S0094
3778,P0551,S0022
3779,P0055,S0077
3780,P0673,S0049
3781,P0399,S0144
3782,P0551,S0032
3783,P0275,S0070
3784,P0689,S0060
3785,P0503,S0013
3786,P0241,S0110
3787,P0226,S0102
3788,P0511,S0094
3789,P0140,S0141
3790,P0130,S0132
3791,P0351,S0090
3792,P0169,S0056
3793,P0116,S0040
3794,P0286,S0078
3795,P0639,S0050
3796,P0400,S0105
3797,P0732,S0031
3798,P0055,S0030
3799,P0673,S0060
3800,P0092,S0031
3801,P0681,S0018
3802,P0018,S0089
3803,P0437,S0104
3804,P0611,S0063
3805,P0297,S0022
3806,P0140,S0035
3807,P0704,S0052
3808,P0503,S0104
3809,P0527,S0056
3810,P0196,S0139
3811,P0340,S0043
3812,P0510,S0066
3813,P0263,S0023
3814,P0664,S0099
3815,P0408,S0088
3816,P0140,S0097
3817,P0321,S0065
3818,P0336,S0123
3819,P0664,S0045
3820,P0635,S0001
3821,P0260,S0110
3822,P0458,S0131
3823,P0258,S0117
3824,P0130,S0091
3825,P0370,S0026
3826,P0587,S0088
3827,P0144,S0078
3828,P0657,S0049
3829,P0735,S0096
3830,P0608,S0065
3831,P0436,S0104
3832,P0398,S0104
3833,P0321,S0088
3834,P0673,S0015
3835,P0679,S0132
3836,P0453,S0051
3837,P0283,S0073
3838,P0092,S0089
3839,P0201,S0048
3840,P0353,S0083
3841,P0499,S0125
3842,P0144,S0082
3843,P0116,S0004
3844,P0574,S0060
3845,P0453,S0105
3846,P0732,S0065
3847,P0491,S0026
3848,P0079,S0115
3849,P0356,S0132
3850,P0130,S0132
3851,P0213,S0020
3852,P0654,S0025
3853,P0263,S0088
3854,P0327,S0142
3855,P0448,S0045
3856,P0569,S0068
3857,P0454,S0131
3858,P0197,S0142
3859,P0639,S0117
3860,P0114,S0074
3861,P0062,S0030
3862,P0591,S0058
3863,P0642,S0107
3864,P0718,S0117
3865,P0327,S0074
3866,P0261,S0103
3867,P0144,S0107
3868,P0321,S0083
3869,P0333,S0116
3870,P0747,S0073
3871,P0035,S0115
3872,P0369,S0038
3873,P0263,S0055
3874,P0500,S0116
3875,P0249,S0063
3876,P0275,S0095
3877,P0054,S0138
3878,P0103,S0012
3879,P0140,S0027
3880,P0212,S0110
3881,P0116,S0083
3882,P0267,S0001
3883,P0337,S0020
3884,P0148,S0026
3885,P0500,S0125
3886,P0551,S0026
3887,P0446,S0050
3888,P0090,S0093
3889,P0473,S0038
3890,P0162,S0040
3891,P0337,S0138
3892,P0125,S0031
3893,P0327,S0068
3894,P0134,S0083
3895,P0201,S0097
3896,P0110,S0108
3897,P0017,S0062
3898,P0591,S0097
3899,P0436,S0088
3900,P0185,S0026
3901,P0453,S0067
3902,P0051,S0010
3903,P0458,S0131
3904,P0067,S0110
3905,P0353,S0031
3906,P0536,S0082
3907,P0171,S0086
3908,P0116,S0139
3909,P0673,S0049
3910,P0420,S0104
3911,P0602,S0049
3912,P0219,S0095
3913,P0699,S0070
3914,P0400,S0124
3915,P0655,S0104
3916,P0140,S0003
3917,P0353,S0091
3918,P0420,S0108
3919,P0671,S0102
3920,P0103,S0140
3921,P0651,S0144
3922,P0348,S0131
3923,P0718,S0124
3924,P0711,S0038
3925,P0459,S0083
3926,P0184,S0001
3927,P0621,S0126
3928,P0356,S0072
3929,P0283,S0087
3930,P0412,S0137
3931,P0370,S0051
3932,P0151,S0040
3933,P0125,S0103
3934,P0356,S0049
3935,P0671,S0073
3936,P0280,S0040
3937,P0639,S0051
3938,P0671,S0045
3939,P0184,S0085
3940,P0470,S0050
3941,P0458,S0012
3942,P0046,S0123
3943,P0660,S0144
3944,P0427,S0089
3945,P0500,S0097
3946,P0356,S0104
3947,P0212,S0073
3948,P0408,S0010
3949,P0665,S0008
3950,P0679,S0108
3951,P0102,S0126
3952,P0402,S0078
3953,P0089,S0038
3954,P0436,S0094
3955,P0689,S0132
3956,P0420,S0008
3957,P0185,S0084
3958,P0735,S0139
3959,P0364,S0058
3960,P0177,S0137
3961,P0481,S0088
3962,P0277,S0103
3963,P0205,S0066
3964,P0364,S0139
3965,P0524,S0115
3966,P0283,S0004
3967,P0051,S0086
3968,P0652,S0142
3969,P0283,S0020
3970,P0177,S0040
3971,P0364,S0051
3972,P0184,S0085
3973,P0427,S0070
3974,P0454,S0056
3975,P0726,S0070
3976,P0543,S0104
3977,P0435,S0055
3978,P0275,S0132
3979,P0067,S0063
3980,P0361,S0013
3981,P0689,S0008
3982,P0446,S0094
3983,P0110,S0091
3984,P0162,S0056
3985,P0398,S0023
3986,P0005,S0066
3987,P0205,S0020
3988,P0055,S0125
3989,P0639,S0131
3990,P0196,S0097
3991,P0642,S0111
3992,P0590,S0142
3993,P0399,S0107
3994,P0689,S0001
3995,P0327,S0015
3996,P0099,S0068
3997,P0453,S0094
3998,P0412,S0002
3999,P0325,S0025
4000,P0372,S0049
4001,P0406,S0031
4002,P0718,S0084
4003,P0555,S0085
4004,P0412,S0091
4005,P0694,S0126
4006,P0175,S0087
4007,P0345,S0067
4008,P0175,S0040
4009,P0169,S0126
4010,P0453,S0058
4011,P0079,S0122
4012,P0183,S0126
4013,P0051,S0098
4014,P0348,S0106
4015,P0103,S0028
4016,P0737,S0038
4017,P0051,S0085
4018,P0067,S0095
4019,P0640,S0133
4020,P0212,S0084
4021,P0473,S0040
4022,P0500,S0066
4023,P0286,S0070
4024,P0330,S0034
4025,P0690,S0067
4026,P0067,S0082
4027,P0438,S0106
4028,P0640,S0110
4029,P0161,S0132
4030,P0277,S0095
4031,P0297,S0107
4032,P0278,S0032
4033,P0572,S0004
4034,P0099,S0132
4035,P0587,S0132
4036,P0035,S0106
4037,P0055,S0124
4038,P0327,S0073
4039,P0017,S0104
4040,P0329,S0006
4041,P0654,S0052
4042,P0195,S0031
4043,P0732,S0122
4044,P0679,S0002
4045,P0412,S0052
4046,P0459,S0055
4047,P0394,S0106
4048,P0219,S0138
4049,P0747,S0106
4050,P0602,S0087
4051,P0336,S0058
4052,P0591,S0013
4053,P0175,S0065
4054,P0569,S0078
4055,P0637,S0038
4056,P0187,S0043
4057,P0165,S0137
4058,P0140,S0096
4059,P0614,S0051
4060,P0584,S0085
4061,P0129,S0055
4062,P0574,S0066
4063,P0503,S0020
4064,P0453,S0053
4065,P0572,S0027
4066,P0402,S0093
4067,P0704,S0062
4068,P0454,S0078
4069,P0325,S0108
4070,P0140,S0103
4071,P0345,S0058
4072,P0679,S0104
4073,P0536,S0070
4074,P0584,S0035
4075,P0345,S0102
4076,P0070,S0090
4077,P0277,S0013
4078,P0590,S0080
4079,P0175,S0034
4080,P0705,S0003
4081,P0436,S0120
4082,P0721,S0085
4083,P0282,S0139
4084,P0673,S0053
4085,P0277,S0096
4086,P0051,S0078
4087,P0642,S0120
4088,P0263,S0102
4089,P0286,S0115
4090,P0144,S0020
4091,P0212,S0020
4092,P0490,S0031
4093,P0110,S0091
4094,P0718,S0023
4095,P0223,S0027
4096,P0551,S0093
4097,P0389,S0024
4098,P0372,S0084
4099,P0427,S0022
4100,P0068,S0055
4101,P0092,S0038
4102,P0137,S0085
4103,P0436,S0011
4104,P0035,S0123
4105,P0018,S0025
4106,P0252,S0110
4107,P0439,S0050
4108,P0046,S0055
4109,P0175,S0025
4110,P0090,S0003
4111,P0333,S0127
4112,P0491,S0126
4113,P0140,S0016
4114,P0704,S0001
4115,P0282,S0105
4116,P0196,S0040
4117,P0640,S0122
4118,P0177,S0026
4119,P0591,S0023
4120,P0079,S0013
4121,P0439,S0110
4122,P0591,S0139
4123,P0417,S0023
4124,P0321,S0063
4125,P0400,S0073
4126,P0398,S0026
4127,P0144,S0051
4128,P0402,S0102
4129,P0261,S0087
4130,P0671,S0065
4131,P0068,S0026
4132,P0079,S0020
4133,P0297,S0138
4134,P0332,S0024
4135,P0459,S0008
4136,P0705,S0126
4137,P0099,S0117
4138,P0435,S0052
4139,P0703,S0066
4140,P0400,S0002
4141,P0005,S0001
4142,P0015,S0093
4143,P0390,S0028
4144,P0458,S0091
4145,P0642,S0107
4146,P0212,S0062
4147,P0177,S0083
4148,P0171,S0086
4149,P0556,S0126
4150,P0533,S0038
4151,P0454,S0035
4152,P0602,S0073
4153,P0569,S0050
4154,P0611,S0008
4155,P0656,S0044
4156,P0372,S0013
4157,P0438,S0016
4158,P0504,S0085
4159,P0584,S0104
4160,P0286,S0115
4161,P0454,S0139
4162,P0711,S0105
4163,P0499,S0099
4164,P0116,S0066
4165,P0694,S0068
4166,P0080,S0085
4167,P0260,S0119
4168,P0144,S0105
4169,P0092,S0107
4170,P0140,S0086
4171,P0652,S0085
4172,P0718,S0115
4173,P0261,S0110
4174,P0017,S0022
4175,P0602,S0056
4176,P0590,S0009
4177,P0466,S0085
4178,P0055,S0096
4179,P0035,S0097
4180,P0671,S0123
4181,P0372,S0083
4182,P0439,S0122
4183,P0642,S0115
4184,P0226,S0102
4185,P0718,S0078
4186,P0125,S0108
4187,P0131,S0031
4188,P0639,S0070
4189,P0044,S0025
4190,P0242,S0083
4191,P0510,S0132
4192,P0689,S0139
4193,P0425,S0031
4194,P0585,S0056
4195,P0513,S0104
4196,P0185,S0135
4197,P0286,S0138
4198,P0399,S0132
4199,P0131,S0001
4200,P0345,S0043
4201,P0646,S0138
4202,P0070,S0105
4203,P0337,S0050
4204,P0067,S0138
4205,P0083,S0010
4206,P0364,S0128
4207,P0663,S0106
4208,P0673,S0126
4209,P0491,S0056
4210,P0584,S0020
4211,P0051,S0081
4212,P0062,S0102
4213,P0483,S0016
4214,P0070,S0020
4215,P0286,S0044
4216,P0412,S0088
4217,P0017,S0142
4218,P0051,S0110
4219,P0327,S0143
4220,P0177,S0013
4221,P0277,S0045
4222,P0499,S0112
4223,P0448,S0122
4224,P0613,S0073
4225,P0466,S0023
4226,P0671,S0040
4227,P0148,S0067
4228,P0372,S0002
4229,P0435,S0012
4230,P0660,S0001
4231,P0099,S0110
4232,P0590,S0143
4233,P0144,S0031
4234,P0438,S0090
4235,P0413,S0020
4236,P0001,S0002
4237,P0260,S0132
4238,P0718,S0142
4239,P0551,S0004
4240,P0162,S0023
4241,P0327,S0086
4242,P0311,S0003
4243,P0704,S0054
4244,P0356,S0031
4245,P0459,S0015
4246,P0655,S0026
4247,P0536,S0105
4248,P0639,S0009
4249,P0223,S0125
4250,P0336,S0020
4251,P0171,S0090
4252,P0229,S0126
4253,P0655,S0008
4254,P0572,S0065
4255,P0427,S0033
4256,P0726,S0058
4257,P0602,S0140
4258,P0249,S0108
4259,P0718,S0130
4260,P0185,S0010
4261,P0718,S0108
4262,P0070,S0096
4263,P0311,S0024
4264,P0151,S0097
4265,P0456,S0104
4266,P0543,S0004
4267,P0079,S0132
4268,P0184,S0104
4269,P0205,S0023
