order_id,order_date,order_date_2,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2
40973,1/1/2019,1-Jan-19,0,0,2,64.99,PR14,,PR03,,NA
40974,1/1/2019,1-Jan-19,0,0,5,8.95,PR14,,PR03,,NA
40975,1/1/2019,1-Jan-19,0,0,20,1.45,PR14,,PR03,,NA
40976,1/1/2019,1-Jan-19,0,0,10,1,PR14,,PR03,,NA
40977,1/1/2019,1-Jan-19,0,0,1,27.9,PR14,,PR03,,NA
40978,1/1/2019,1-Jan-19,0,0,8,9.75,PR14,,PR03,,NA
40979,1/1/2019,1-Jan-19,0,0,7,29.95,PR14,,PR03,,NA
40980,1/2/2019,2-Jan-19,0,0,2,76.95,PR14,,PR03,,NA
40981,1/2/2019,2-Jan-19,0,0,5,8.9,PR14,,PR03,,NA
40982,1/2/2019,2-Jan-19,0,0,6,8,PR14,,PR03,,NA
40983,1/2/2019,2-Jan-19,0,0,4,54.9,PR03,verylow,PR03,,NA
40984,1/2/2019,2-Jan-19,1,2.78,11,3,PR14,,PR03,,NA
40985,1/2/2019,2-Jan-19,8,7.41,9,1,PR14,,PR03,,NA
40986,1/2/2019,2-Jan-19,0,0,7,2.45,PR14,,PR03,,NA
40987,1/2/2019,2-Jan-19,0,0,1,18,PR14,,PR03,,NA
40988,1/2/2019,2-Jan-19,0,0,10,6.35,PR14,,PR03,,NA
40989,1/2/2019,2-Jan-19,0,0,5,39.9,PR14,,PR03,,NA
40990,1/2/2019,2-Jan-19,0,0,5,24.9,PR14,,PR03,,NA
40991,1/2/2019,2-Jan-19,0,0,12,8.25,PR14,,PR03,,NA
40992,1/2/2019,2-Jan-19,1,2.08,2,2.25,PR07,verylow,PR03,,NA
40993,1/2/2019,2-Jan-19,0,0,4,76.95,PR14,,PR03,,NA
40994,1/2/2019,2-Jan-19,0,0,1,19.9,PR14,,PR03,,NA
40995,1/2/2019,2-Jan-19,0,0,25,15.9,PR14,,PR03,,NA
40996,1/2/2019,2-Jan-19,0,0,2,69.9,PR14,,PR03,,NA
40997,1/2/2019,2-Jan-19,0,0,2,9.5,PR14,,PR03,,NA
40998,1/2/2019,2-Jan-19,0,0,27,39.99,PR14,,PR03,,NA
40999,1/2/2019,2-Jan-19,0,0,22,3,PR14,,PR03,,NA
41000,1/2/2019,2-Jan-19,0,0,5,4.9,PR14,,PR03,,NA
41001,1/2/2019,2-Jan-19,0,0,2,8.5,PR14,,PR03,,NA
41002,1/2/2019,2-Jan-19,1,7.9,0,7.9,PR14,,PR03,,NA
41003,1/2/2019,2-Jan-19,0,0,2,1.75,PR14,,PR03,,NA
41004,1/2/2019,2-Jan-19,0,0,2,96.9,PR14,,PR03,,NA
41005,1/2/2019,2-Jan-19,0,0,15,1.5,PR14,,PR03,,NA
41006,1/2/2019,2-Jan-19,0,0,2,23.9,PR10,verylow,PR03,,NA
41007,1/2/2019,2-Jan-19,0,0,7,4.25,PR14,,PR03,,NA
41008,1/2/2019,2-Jan-19,0,0,3,16.95,PR14,,PR03,,NA
41009,1/2/2019,2-Jan-19,0,0,3,19.9,PR14,,PR03,,NA
41010,1/2/2019,2-Jan-19,0,0,72,9.95,PR14,,PR03,,NA
41011,1/2/2019,2-Jan-19,1,4.63,11,5,PR14,,PR03,,NA
41012,1/2/2019,2-Jan-19,0,0,6,20.9,PR14,,PR03,,NA
41013,1/2/2019,2-Jan-19,0,0,293,7.9,PR14,,PR03,,NA
41014,1/2/2019,2-Jan-19,0,0,9,8.25,PR14,,PR03,,NA
41015,1/2/2019,2-Jan-19,0,0,6,6.9,PR14,,PR03,,NA
41016,1/2/2019,2-Jan-19,0,0,32,4.9,PR14,,PR03,,NA
41017,1/2/2019,2-Jan-19,0,0,2,9.5,PR14,,PR03,,NA
41018,1/2/2019,2-Jan-19,1,2.55,4,2.75,PR14,,PR03,,NA
41019,1/2/2019,2-Jan-19,0,0,4,14.9,PR10,veryhigh,PR03,,NA
41020,1/2/2019,2-Jan-19,0,0,22,2.45,PR14,,PR03,,NA
41021,1/2/2019,2-Jan-19,0,0,6,49.5,PR14,,PR03,,NA
41022,1/2/2019,2-Jan-19,0,0,19,2.95,PR14,,PR03,,NA
41023,1/2/2019,2-Jan-19,0,0,20,1.45,PR14,,PR03,,NA
41024,1/2/2019,2-Jan-19,0,0,72,39.9,PR14,,PR03,,NA
41025,1/2/2019,2-Jan-19,2,1.67,27,0.9,PR14,,PR03,,NA
41026,1/2/2019,2-Jan-19,0,0,11,12.9,PR14,,PR03,,NA
41027,1/2/2019,2-Jan-19,0,0,38,16.9,PR14,,PR03,,NA
41028,1/2/2019,2-Jan-19,0,0,14,9.95,PR14,,PR03,,NA
41029,1/2/2019,2-Jan-19,0,0,1,9.5,PR14,,PR03,,NA
41030,1/2/2019,2-Jan-19,0,0,6,4.25,PR14,,PR03,,NA
41031,1/2/2019,2-Jan-19,0,0,9,19.9,PR14,,PR03,,NA
41032,1/2/2019,2-Jan-19,0,0,3,23.25,PR14,,PR03,,NA
41033,1/2/2019,2-Jan-19,0,0,18,16.9,PR14,,PR03,,NA
41034,1/2/2019,2-Jan-19,0,0,11,15.9,PR14,,PR03,,NA
41035,1/2/2019,2-Jan-19,0,0,3,11.9,PR14,,PR03,,NA
41036,1/2/2019,2-Jan-19,0,0,20,0.9,PR14,,PR03,,NA
41037,1/2/2019,2-Jan-19,0,0,8,4.29,PR14,,PR03,,NA
41038,1/2/2019,2-Jan-19,0,0,3,25.95,PR14,,PR03,,NA
41039,1/2/2019,2-Jan-19,0,0,10,18.5,PR05,moderate,PR03,,NA
41040,1/3/2019,3-Jan-19,1,10.93,20,12.9,PR03,verylow,PR03,,NA
41041,1/3/2019,3-Jan-19,0,0,1,12.9,PR14,,PR03,,NA
41042,1/3/2019,3-Jan-19,0,0,1,1.85,PR14,,PR03,,NA
41043,1/3/2019,3-Jan-19,0,0,4,19.9,PR14,,PR03,,NA
41044,1/3/2019,3-Jan-19,0,0,14,11.5,PR14,,PR03,,NA
41045,1/3/2019,3-Jan-19,0,0,12,39.95,PR14,,PR03,,NA
41046,1/3/2019,3-Jan-19,0,0,26,1,PR14,,PR03,,NA
41047,1/3/2019,3-Jan-19,0,0,2,19,PR14,,PR03,,NA
41048,1/3/2019,3-Jan-19,0,0,30,3,PR14,,PR03,,NA
41049,1/3/2019,3-Jan-19,1,0.75,0,0.75,PR14,,PR03,,NA
41050,1/3/2019,3-Jan-19,0,0,28,0.5,PR14,,PR03,,NA
41051,1/3/2019,3-Jan-19,0,0,6,29.95,PR14,,PR03,,NA
41052,1/3/2019,3-Jan-19,0,0,16,5.9,PR14,,PR03,,NA
41053,1/3/2019,3-Jan-19,0,0,6,14.9,PR14,,PR03,,NA
41054,1/3/2019,3-Jan-19,0,0,4,14.95,PR14,,PR03,,NA
41055,1/3/2019,3-Jan-19,2,7.59,52,4.1,PR14,,PR03,,NA
41056,1/3/2019,3-Jan-19,0,0,13,6.9,PR14,,PR03,,NA
41057,1/3/2019,3-Jan-19,0,0,18,3,PR14,,PR03,,NA
41058,1/3/2019,3-Jan-19,0,0,13,3,PR14,,PR03,,NA
41059,1/3/2019,3-Jan-19,0,0,17,2.1,PR14,,PR03,,NA
41060,1/3/2019,3-Jan-19,0,0,1,655,PR14,,PR03,,NA
41061,1/3/2019,3-Jan-19,0,0,3,7.9,PR14,,PR03,,NA
41062,1/3/2019,3-Jan-19,0,0,13,5.5,PR14,,PR03,,NA
41063,1/3/2019,3-Jan-19,0,0,9,1.85,PR14,,PR03,,NA
41064,1/3/2019,3-Jan-19,0,0,31,5.75,PR14,,PR03,,NA
41065,1/3/2019,3-Jan-19,0,0,6,13.9,PR01,verylow,PR03,,NA
41066,1/3/2019,3-Jan-19,0,0,19,99.9,PR14,,PR03,,NA
41067,1/3/2019,3-Jan-19,0,0,7,2.75,PR14,,PR03,,NA
41068,1/3/2019,3-Jan-19,0,0,8,12.5,PR14,,PR03,,NA
41069,1/3/2019,3-Jan-19,0,0,16,8.5,PR14,,PR03,,NA
41070,1/3/2019,3-Jan-19,0,0,19,9.95,PR14,,PR03,,NA
41071,1/3/2019,3-Jan-19,0,0,20,9.75,PR14,,PR03,,NA
41072,1/3/2019,3-Jan-19,0,0,4,655,PR14,,PR03,,NA
41073,1/3/2019,3-Jan-19,0,0,12,7.9,PR14,,PR03,,NA
41074,1/3/2019,3-Jan-19,0,0,1,12,PR14,,PR03,,NA
41075,1/3/2019,3-Jan-19,0,0,39,12,PR14,,PR03,,NA
41076,1/3/2019,3-Jan-19,0,0,20,16.9,PR14,,PR03,,NA
41077,1/3/2019,3-Jan-19,0,0,10,10.9,PR14,,PR03,,NA
41078,1/3/2019,3-Jan-19,4,4.26,85,1.15,PR14,,PR03,,NA
41079,1/3/2019,3-Jan-19,0,0,35,1.75,PR14,,PR03,,NA
41080,1/3/2019,3-Jan-19,1,6.14,67,7.25,PR14,,PR03,,NA
41081,1/3/2019,3-Jan-19,0,0,10,5.45,PR14,,PR03,,NA
41082,1/3/2019,3-Jan-19,0,0,52,3.25,PR14,,PR03,,NA
41083,1/3/2019,3-Jan-19,0,0,17,1.15,PR14,,PR03,,NA
41084,1/3/2019,3-Jan-19,3,10.97,61,3.95,PR14,,PR03,,NA
41085,1/3/2019,3-Jan-19,0,0,6,69.9,PR14,,PR03,,NA
41086,1/3/2019,3-Jan-19,0,0,6,13.9,PR01,verylow,PR03,,NA
41087,1/3/2019,3-Jan-19,1,6.69,220,7.9,PR14,,PR03,,NA
41088,1/3/2019,3-Jan-19,2,48.98,0,28.9,PR14,,PR03,,NA
41089,1/3/2019,3-Jan-19,1,10.08,3,11.9,PR14,,PR03,,NA
41090,1/3/2019,3-Jan-19,0,0,10,19.9,PR14,,PR03,,NA
41091,1/3/2019,3-Jan-19,0,0,31,1.95,PR14,,PR03,,NA
41092,1/3/2019,3-Jan-19,0,0,2,22.9,PR14,,PR03,,NA
41093,1/3/2019,3-Jan-19,0,0,10,4.1,PR14,,PR03,,NA
41094,1/3/2019,3-Jan-19,1,3.61,17,4.4,PR10,verylow,PR03,,NA
41095,1/3/2019,3-Jan-19,0,0,4,7.75,PR14,,PR03,,NA
41096,1/3/2019,3-Jan-19,0,0,8,3.25,PR14,,PR03,,NA
41097,1/3/2019,3-Jan-19,0,0,37,6.5,PR14,,PR03,,NA
41098,1/3/2019,3-Jan-19,0,0,7,23.25,PR14,,PR03,,NA
41099,1/3/2019,3-Jan-19,0,0,4,32.9,PR14,,PR03,,NA
41100,1/3/2019,3-Jan-19,0,0,87,18.25,PR14,,PR03,,NA
41101,1/3/2019,3-Jan-19,0,0,5,16.95,PR14,,PR03,,NA
41102,1/3/2019,3-Jan-19,1,5.93,3,7,PR14,,PR03,,NA
41103,1/3/2019,3-Jan-19,1,17.71,2,20.9,PR14,,PR03,,NA
41104,1/3/2019,3-Jan-19,0,0,10,5.5,PR14,,PR03,,NA
41105,1/3/2019,3-Jan-19,0,0,6,8.25,PR14,,PR03,,NA
41106,1/3/2019,3-Jan-19,0,0,5,7.75,PR14,,PR03,,NA
41107,1/3/2019,3-Jan-19,0,0,8,24.95,PR14,,PR03,,NA
41108,1/3/2019,3-Jan-19,0,0,12,4.1,PR14,,PR03,,NA
41109,1/3/2019,3-Jan-19,0,0,13,1.75,PR14,,PR03,,NA
41110,1/3/2019,3-Jan-19,0,0,2,11.9,PR14,,PR03,,NA
41111,1/3/2019,3-Jan-19,0,0,6,12.9,PR03,verylow,PR03,,NA
41112,1/3/2019,3-Jan-19,0,0,6,28.9,PR14,,PR03,,NA
41113,1/3/2019,3-Jan-19,0,0,7,10.75,PR14,,PR03,,NA
41114,1/3/2019,3-Jan-19,0,0,8,3.25,PR14,,PR03,,NA
41115,1/3/2019,3-Jan-19,0,0,2,23.9,PR14,,PR03,,NA
41116,1/4/2019,4-Jan-19,0,0,9,23.9,PR14,,PR03,,NA
41117,1/4/2019,4-Jan-19,0,0,6,7.75,PR14,,PR03,,NA
41118,1/4/2019,4-Jan-19,0,0,51,0.9,PR14,,PR03,,NA
41119,1/4/2019,4-Jan-19,0,0,13,5.5,PR14,,PR03,,NA
41120,1/4/2019,4-Jan-19,0,0,2,9.5,PR14,,PR03,,NA
41121,1/4/2019,4-Jan-19,3,11.81,33,4.25,PR14,,PR03,,NA
41122,1/4/2019,4-Jan-19,0,0,12,18.5,PR14,,PR03,,NA
41123,1/4/2019,4-Jan-19,0,0,1,34.9,PR14,,PR03,,NA
41124,1/4/2019,4-Jan-19,0,0,6,49.9,PR14,,PR03,,NA
41125,1/4/2019,4-Jan-19,0,0,12,1.75,PR14,,PR03,,NA
41126,1/4/2019,4-Jan-19,0,0,26,5.5,PR14,,PR03,,NA
41127,1/4/2019,4-Jan-19,0,0,6,2.95,PR14,,PR03,,NA
41128,1/4/2019,4-Jan-19,0,0,15,3.1,PR05,low,PR03,,NA
41129,1/4/2019,4-Jan-19,0,0,86,34.9,PR03,verylow,PR03,,NA
41130,1/4/2019,4-Jan-19,0,0,6,2.75,PR14,,PR03,,NA
41131,1/4/2019,4-Jan-19,0,0,9,11.5,PR14,,PR03,,NA
41132,1/4/2019,4-Jan-19,0,0,5,17.95,PR14,,PR03,,NA
41133,1/4/2019,4-Jan-19,0,0,101,3.95,PR14,,PR03,,NA
41134,1/4/2019,4-Jan-19,0,0,6,32.95,PR14,,PR03,,NA
41135,1/4/2019,4-Jan-19,0,0,2,76.95,PR14,,PR03,,NA
41136,1/4/2019,4-Jan-19,0,0,24,4.9,PR14,,PR03,,NA
41137,1/4/2019,4-Jan-19,0,0,12,19.9,PR14,,PR03,,NA
41138,1/4/2019,4-Jan-19,0,0,6,5,PR14,,PR03,,NA
41139,1/4/2019,4-Jan-19,0,0,4,3.95,PR14,,PR03,,NA
41140,1/4/2019,4-Jan-19,0,0,3,7.75,PR14,,PR03,,NA
41141,1/4/2019,4-Jan-19,0,0,5,34.9,PR14,,PR03,,NA
41142,1/4/2019,4-Jan-19,0,0,8,4,PR14,,PR03,,NA
41143,1/4/2019,4-Jan-19,0,0,29,26.5,PR14,,PR03,,NA
41144,1/4/2019,4-Jan-19,0,0,10,4.4,PR14,,PR03,,NA
41145,1/4/2019,4-Jan-19,0,0,8,7.5,PR14,,PR03,,NA
41146,1/4/2019,4-Jan-19,0,0,4,12.95,PR05,moderate,PR03,,NA
41147,1/4/2019,4-Jan-19,0,0,23,6.9,PR14,,PR03,,NA
41148,1/4/2019,4-Jan-19,0,0,5,1.75,PR14,,PR03,,NA
41149,1/4/2019,4-Jan-19,0,0,7,11.5,PR14,,PR03,,NA
41150,1/4/2019,4-Jan-19,0,0,9,2.25,PR14,,PR03,,NA
41151,1/4/2019,4-Jan-19,5,46.3,129,10,PR14,,PR03,,NA
41152,1/4/2019,4-Jan-19,0,0,53,11.9,PR14,,PR03,,NA
41153,1/4/2019,4-Jan-19,0,0,20,1.85,PR14,,PR03,,NA
41154,1/4/2019,4-Jan-19,0,0,9,7.75,PR05,high,PR03,,NA
41155,1/4/2019,4-Jan-19,0,0,5,9.75,PR14,,PR03,,NA
41156,1/4/2019,4-Jan-19,6.223,34.29,14.828,5.95,PR14,,PR03,,NA
41157,1/4/2019,4-Jan-19,0,0,11,12,PR14,,PR03,,NA
41158,1/4/2019,4-Jan-19,11,5.09,46,0.5,PR14,,PR03,,NA
41159,1/4/2019,4-Jan-19,0,0,4,6.35,PR14,,PR03,,NA
41160,1/4/2019,4-Jan-19,0,0,2,4,PR14,,PR03,,NA
41161,1/4/2019,4-Jan-19,0,0,5,15.9,PR14,,PR03,,NA
41162,1/4/2019,4-Jan-19,0,0,2,96.9,PR14,,PR03,,NA
41163,1/4/2019,4-Jan-19,0,0,2,7.95,PR14,,PR03,,NA
41164,1/4/2019,4-Jan-19,0,0,4,39.99,PR14,,PR03,,NA
41165,1/4/2019,4-Jan-19,0,0,6,20.9,PR14,,PR03,,NA
41166,1/4/2019,4-Jan-19,0,0,5,23.25,PR14,,PR03,,NA
41167,1/4/2019,4-Jan-19,0,0,18,2.5,PR14,,PR03,,NA
41168,1/4/2019,4-Jan-19,0,0,14,3.25,PR14,,PR03,,NA
41169,1/4/2019,4-Jan-19,0,0,3,36.9,PR14,,PR03,,NA
41170,1/4/2019,4-Jan-19,0,0,5,21.95,PR14,,PR03,,NA
41171,1/4/2019,4-Jan-19,0,0,7,2.75,PR14,,PR03,,NA
41172,1/4/2019,4-Jan-19,0,0,20,29.95,PR14,,PR03,,NA
41173,1/4/2019,4-Jan-19,0,0,39,8.5,PR14,,PR03,,NA
41174,1/4/2019,4-Jan-19,0,0,6,115.5,PR14,,PR03,,NA
41175,1/4/2019,4-Jan-19,0,0,4,11.5,PR14,,PR03,,NA
41176,1/5/2019,5-Jan-19,0,0,7,15.9,PR14,,PR03,,NA
41177,1/5/2019,5-Jan-19,0,0,2,23.75,PR14,,PR03,,NA
41178,1/5/2019,5-Jan-19,0,0,3,19.9,PR14,,PR03,,NA
41179,1/5/2019,5-Jan-19,0,0,38,1.5,PR14,,PR03,,NA
41180,1/5/2019,5-Jan-19,1,5.32,19,5.75,PR14,,PR03,,NA
41181,1/5/2019,5-Jan-19,0,0,1,7,PR05,moderate,PR03,,NA
41182,1/5/2019,5-Jan-19,2,50.68,10,29.9,PR14,,PR03,,NA
41183,1/5/2019,5-Jan-19,1,7.54,7,8.9,PR14,,PR03,,NA
41184,1/5/2019,5-Jan-19,0,0,5,17.9,PR14,,PR03,,NA
41185,1/5/2019,5-Jan-19,0,0,20,3.25,PR14,,PR03,,NA
41186,1/5/2019,5-Jan-19,0,0,3,76.95,PR14,,PR03,,NA
41187,1/5/2019,5-Jan-19,0,0,6,69.9,PR14,,PR03,,NA
41188,1/5/2019,5-Jan-19,0,0,5,6.35,PR14,,PR03,,NA
41189,1/5/2019,5-Jan-19,0,0,32,6.5,PR14,,PR03,,NA
41190,1/5/2019,5-Jan-19,0,0,2,64.9,PR14,,PR03,,NA
41191,1/5/2019,5-Jan-19,0,0,1,19.9,PR14,,PR03,,NA
41192,1/5/2019,5-Jan-19,0,0,21,3.25,PR14,,PR03,,NA
41193,1/5/2019,5-Jan-19,0,0,8,29.9,PR14,,PR03,,NA
41194,1/5/2019,5-Jan-19,0,0,7,39.95,PR14,,PR03,,NA
41195,1/5/2019,5-Jan-19,0,0,2,8.9,PR14,,PR03,,NA
41196,1/5/2019,5-Jan-19,0,0,12,12.9,PR03,verylow,PR03,,NA
41197,1/5/2019,5-Jan-19,0,0,12,17.9,PR14,,PR03,,NA
41198,1/5/2019,5-Jan-19,0,0,5,12.65,PR14,,PR03,,NA
41199,1/5/2019,5-Jan-19,0,0,5.03,4.29,PR14,,PR03,,NA
41200,1/5/2019,5-Jan-19,0,0,38,24.9,PR14,,PR03,,NA
41201,1/5/2019,5-Jan-19,0,0,71,1.45,PR14,,PR03,,NA
41202,1/5/2019,5-Jan-19,0,0,4,23.25,PR14,,PR03,,NA
41203,1/5/2019,5-Jan-19,3,4.5,0,1.5,PR14,,PR03,,NA
41204,1/5/2019,5-Jan-19,0,0,4,11.5,PR14,,PR03,,NA
41205,1/5/2019,5-Jan-19,0,0,9,6.5,PR14,,PR03,,NA
41206,1/5/2019,5-Jan-19,0,0,24,23.9,PR14,,PR03,,NA
41207,1/5/2019,5-Jan-19,13,19.5,0,1.5,PR14,,PR03,,NA
41208,1/5/2019,5-Jan-19,0,0,13,4.45,PR14,,PR03,,NA
41209,1/5/2019,5-Jan-19,0,0,2,1,PR14,,PR03,,NA
41210,1/5/2019,5-Jan-19,0,0,19,6.9,PR14,,PR03,,NA
41211,1/5/2019,5-Jan-19,0,0,2,9.5,PR14,,PR03,,NA
41212,1/5/2019,5-Jan-19,0,0,9,7.75,PR14,,PR03,,NA
41213,1/5/2019,5-Jan-19,0,0,5,20.9,PR14,,PR03,,NA
41214,1/5/2019,5-Jan-19,1,4.63,5,5,PR14,,PR03,,NA
41215,1/5/2019,5-Jan-19,0,0,6,10.75,PR14,,PR03,,NA
41216,1/5/2019,5-Jan-19,1,8.26,47,9.75,PR14,,PR03,,NA
41217,1/5/2019,5-Jan-19,0,0,13,3,PR14,,PR03,,NA
41218,1/5/2019,5-Jan-19,0,0,4,2.8,PR14,,PR03,,NA
41219,1/5/2019,5-Jan-19,0,0,5,21.95,PR14,,PR03,,NA
41220,1/5/2019,5-Jan-19,0,0,5,5,PR14,,PR03,,NA
41221,1/5/2019,5-Jan-19,0,0,3,10.95,PR14,,PR03,,NA
41222,1/5/2019,5-Jan-19,0,0,40,1.75,PR14,,PR03,,NA
41223,1/5/2019,5-Jan-19,0,0,4,16.9,PR05,low,PR03,,NA
41224,1/5/2019,5-Jan-19,0,0,1,76.9,PR14,,PR03,,NA
41225,1/5/2019,5-Jan-19,0,0,4,12.5,PR14,,PR03,,NA
41226,1/5/2019,5-Jan-19,0,0,12,2.25,PR14,,PR03,,NA
41227,1/5/2019,5-Jan-19,0,0,11,9.75,PR14,,PR03,,NA
41228,1/5/2019,5-Jan-19,0,0,1,23.75,PR14,,PR03,,NA
41229,1/5/2019,5-Jan-19,0,0,8,2.8,PR14,,PR03,,NA
41230,1/5/2019,5-Jan-19,0,0,3,23.25,PR14,,PR03,,NA
41231,1/5/2019,5-Jan-19,0,0,34,1.45,PR14,,PR03,,NA
41232,1/5/2019,5-Jan-19,0,0,17,4.1,PR14,,PR03,,NA
41233,1/5/2019,5-Jan-19,0,0,39,29.95,PR14,,PR03,,NA
41234,1/5/2019,5-Jan-19,0,0,19,3.25,PR14,,PR03,,NA
41235,1/5/2019,5-Jan-19,0,0,7,10.25,PR14,,PR03,,NA
41236,1/5/2019,5-Jan-19,0,0,10,5.5,PR14,,PR03,,NA
41237,1/5/2019,5-Jan-19,0,0,74,1.75,PR14,,PR03,,NA
41238,1/5/2019,5-Jan-19,0,0,5,23.25,PR14,,PR03,,NA
41239,1/5/2019,5-Jan-19,3,27.78,79,10,PR14,,PR03,,NA
41240,1/6/2019,6-Jan-19,0,0,31,20.95,PR14,,PR03,,NA
41241,1/6/2019,6-Jan-19,0,0,8,7,PR14,,PR03,,NA
41242,1/6/2019,6-Jan-19,0,0,1,4.25,PR14,,PR03,,NA
41243,1/6/2019,6-Jan-19,0,0,2,124.9,PR14,,PR03,,NA
41244,1/6/2019,6-Jan-19,0,0,8,16.9,PR05,low,PR03,,NA
41245,1/6/2019,6-Jan-19,0,0,2,96.9,PR14,,PR03,,NA
41246,1/6/2019,6-Jan-19,0,0,15,5.75,PR14,,PR03,,NA
